id,name,artist_ids,artists,aritsts_mean_popularity,artists_followers_combined,release_date,explicit,key,mode,loudness,tempo,time_signature,duration_ms,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,popularity
6Xom58OOXk2SoU711L2IXO,Moscow Mule,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2022-05-06,1,5,0,-5.453,99.968,4,245940,0.804,0.674,0.0333,0.294,1.18e-06,0.115,0.292,88
1dm6z1fWB0cErMszU25dy2,Después de la Playa,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2022-05-06,0,5,1,-3.221,78.293,4,230400,0.564,0.903,0.307,0.356,0.0,0.175,0.607,82
6Sq7ltF9Qa7SNFBsV5Cogx,Me Porto Bonito,"['4q3ewBCX7sLwd24euuV69X', '37230BxxYs9ksS7OkZw3IU']","['Bad Bunny', 'Chencho Corleone']",88.0,67728144.16,2022-05-06,1,1,0,-5.105,92.005,4,178567,0.911,0.712,0.0817,0.0901,2.68e-05,0.0933,0.425,92
1IHWl5LamUGEuP4ozKQSXZ,Tití Me Preguntó,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2022-05-06,1,5,0,-5.198,106.672,4,243717,0.65,0.715,0.253,0.0993,0.000291,0.126,0.187,90
5CzixCxDkRXX9mScCmah8O,Un Ratito,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2022-05-06,1,0,0,-7.094,93.05,4,176936,0.787,0.546,0.0532,0.305,4.55e-05,0.122,0.222,81
5kVZxyMY1gfdCLiChsfjn1,Yo No Soy Celoso,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2022-05-06,1,0,1,-6.276,142.004,4,230704,0.872,0.588,0.0492,0.275,0.0,0.17,0.93,79
41oY4WCTj5kccfesTVFnvN,Tarot,"['4q3ewBCX7sLwd24euuV69X', '6nVcHLIgY5pE2YCl8ubca1']","['Bad Bunny', 'Jhayco']",89.0,72361501.82,2022-05-06,1,11,0,-3.971,114.011,4,237895,0.795,0.684,0.0419,0.0225,0.0,0.658,0.419,85
31i56LZnwE6uSu3exoHjtB,Neverita,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2022-05-06,0,10,1,-7.511,122.016,4,173119,0.876,0.498,0.0478,0.0706,0.0,0.143,0.428,87
1797zYiX4cKosMH836X9Gt,La Corriente,"['4q3ewBCX7sLwd24euuV69X', '3LKXWvXFWrkwUzJWxzwVpW']","['Bad Bunny', 'Tony Dize']",83.5,69819208.87,2022-05-06,1,11,0,-3.51,196.12,4,198367,0.663,0.786,0.195,0.229,0.0,0.219,0.579,82
5Eax0qFko2dh7Rl2lYs3bx,Efecto,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2022-05-06,1,7,0,-8.797,98.047,4,213061,0.801,0.475,0.0516,0.141,1.73e-05,0.0639,0.234,90
4tYFy8ALRjIZvnvSLw5lxN,Party,"['4q3ewBCX7sLwd24euuV69X', '1mcTU81TzQhprhouKaTkpq']","['Bad Bunny', 'Rauw Alejandro']",92.5,82468802.88,2022-05-06,1,9,1,-5.389,97.013,4,227629,0.829,0.799,0.0897,0.0151,0.000543,0.242,0.471,84
2uflssWlCaJ6CbTMOsUpNI,Aguacero,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2022-05-06,1,6,0,-6.96,121.391,5,210989,0.861,0.645,0.0743,0.423,0.000592,0.349,0.668,79
2NMjggapJcXXM7WccGEBUO,Enséñame a Bailar,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2022-05-06,0,8,1,-5.08,105.009,4,176000,0.81,0.789,0.0846,0.191,1.08e-05,0.467,0.77,80
3k3NWokhRRkEPhCzPmV8TW,Ojitos Lindos,"['4q3ewBCX7sLwd24euuV69X', '5n9bMYfz9qss2VOW89EVs2']","['Bad Bunny', 'Bomba Estéreo']",84.0,68093944.8,2022-05-06,0,3,0,-5.745,79.928,4,258299,0.647,0.686,0.0413,0.08,1.34e-06,0.528,0.268,91
4d4ZXH4dr5bYfgErHiZCX2,Dos Mil 16,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2022-05-06,1,1,1,-6.534,130.058,3,208615,0.817,0.67,0.0506,0.123,1.92e-06,0.128,0.495,81
0UvZcEfpzVyx47QsRbjyBz,El Apagón,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2022-05-06,1,8,1,-4.485,117.765,4,201816,0.629,0.698,0.308,0.0509,0.00166,0.0909,0.599,76
0E0DRHf5PfMeor0ZCwB3oT,Otro Atardecer,"['4q3ewBCX7sLwd24euuV69X', '2sSGPbdZJkaSE2AbcGOACx']","['Bad Bunny', 'The Marías']",82.5,68026586.55,2022-05-06,0,2,1,-6.79,108.02,4,244444,0.777,0.595,0.0375,0.59,0.00139,0.0669,0.546,82
6VrQTLzzuyGIYjUDe4kAZk,Un Coco,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2022-05-06,1,11,1,-4.464,151.991,4,196413,0.839,0.69,0.0615,0.207,8.33e-06,0.176,0.744,84
44XjoNvtwevktFKjvVe1vH,Andrea,"['4q3ewBCX7sLwd24euuV69X', '0MoaBi6dSquXp6rrlqlF8R']","['Bad Bunny', 'Buscabulla']",79.0,67393479.5,2022-05-06,1,1,0,-10.229,103.071,4,339612,0.797,0.616,0.375,0.762,0.000293,0.0979,0.451,81
28GCbKgjlVD9eDmasGbe0T,Me Fui de Vacaciones,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2022-05-06,0,10,1,-5.493,85.046,4,180930,0.714,0.645,0.0514,0.229,0.00083,0.0942,0.434,79
41wtwzCZkXwpnakmwJ239F,Si Veo a Tu Mamá,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2020-02-29,0,2,1,-5.313,129.928,4,170972,0.9,0.603,0.0646,0.402,4.81e-06,0.134,0.824,81
6NfrH0ANGmgBXyxgV2PeXt,La Difícil,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2020-02-29,1,8,0,-4.561,179.87,4,163084,0.685,0.848,0.0858,0.0861,7.14e-06,0.0783,0.761,79
75pQqzwgCjUOSSy5CpmAjy,Pero Ya No,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2020-02-29,0,4,1,-6.103,147.982,4,160638,0.882,0.612,0.118,0.0475,5.07e-06,0.182,0.742,71
69vlMrzHwATKzupwNcUPyK,La Santa,"['4q3ewBCX7sLwd24euuV69X', '4VMYDCV2IEDYJArk749S6m']","['Bad Bunny', 'Daddy Yankee']",91.5,96031582.02,2020-02-29,1,1,1,-4.524,93.037,4,206420,0.744,0.868,0.047,0.0326,0.0,0.0822,0.586,83
0SqqAgdovOE24BzxIClpjw,Yo Perreo Sola,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2020-02-29,0,11,1,-5.16,97.014,4,172127,0.86,0.758,0.0695,0.021,6.54e-05,0.344,0.453,77
4j4w4CXm6BSr0s25wAWrrX,Bichiyal,"['4q3ewBCX7sLwd24euuV69X', '0Y30TbA4p8SAfCzy2AFBa8']","['Bad Bunny', 'Yaviah']",76.5,67430646.6,2020-02-29,1,10,0,-4.242,93.956,4,196500,0.737,0.766,0.0458,0.31,6.63e-06,0.114,0.662,77
7sOfmPd18RWp3FoCzpa7Kw,Soliá,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2020-02-29,1,2,1,-5.507,92.041,4,159282,0.71,0.81,0.0854,0.117,0.000132,0.154,0.184,75
5kqNIqFjijuzvVLhuY9B8j,La Zona,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2020-02-29,1,1,0,-3.661,93.992,4,136893,0.762,0.801,0.0409,0.2,7.04e-05,0.254,0.81,78
53v2u51nq3CxiKUNphRzP1,Que Malo,"['4q3ewBCX7sLwd24euuV69X', '12vb80Km0Ew53ABfJOepVz']","['Bad Bunny', 'Ñengo Flow']",88.0,70983474.56,2020-02-29,1,7,0,-6.181,94.026,4,167975,0.802,0.787,0.0599,0.0832,0.0,0.153,0.446,74
2n7ohqg1s68ToAHh4u9mcW,Vete,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2020-02-29,1,1,1,-4.394,91.976,4,192024,0.886,0.672,0.188,0.0363,8.78e-06,0.101,0.526,76
38RIEav39FGi86jppxO0du,Ignorantes,"['4q3ewBCX7sLwd24euuV69X', '77ziqFxp5gaInVrF2lj4ht']","['Bad Bunny', 'Sech']",88.0,76715108.96,2020-02-29,1,1,1,-5.161,96.029,4,210607,0.85,0.536,0.0599,0.267,3.89e-05,0.0996,0.505,73
4r9jkMEnArtWGH2rL2FZl0,A Tu Merced,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2020-02-29,0,0,1,-4.784,92.023,4,175918,0.86,0.791,0.0568,0.169,0.000106,0.106,0.887,81
5J7teKIJGtqVypgYI6sqXj,Una Vez,"['4q3ewBCX7sLwd24euuV69X', '0Q8NcsJwoCbZOHHW63su5S']","['Bad Bunny', 'Mora']",89.0,68953668.74,2020-02-29,1,11,0,-5.402,83.836,4,232496,0.55,0.598,0.0831,0.132,2.58e-06,0.0955,0.543,80
2DEZmgHKAvm41k4J3R2E9Y,Safaera,"['4q3ewBCX7sLwd24euuV69X', '4IMAo2UQchVFyPH24PAjUs', '12vb80Km0Ew53ABfJOepVz']","['Bad Bunny', 'Jowell & Randy', 'Ñengo Flow']",82.33333333333333,73957283.29,2020-02-29,1,2,1,-4.074,96.172,4,295177,0.607,0.829,0.379,0.0103,0.0,0.107,0.685,79
4NqQaovM14WR2hNPMFxgjb,25/8,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2020-02-29,0,4,0,-5.469,151.982,4,243276,0.761,0.732,0.0549,0.092,0.0,0.0716,0.542,72
4saHEjXw7O1NXJOzBkUKKG,Está Cabrón Ser Yo,"['4q3ewBCX7sLwd24euuV69X', '2R21vXR83lH98kGeO99Y66']","['Bad Bunny', 'Anuel AA']",92.0,93456973.76,2020-02-29,1,10,0,-3.999,154.083,4,227939,0.81,0.854,0.254,0.0732,0.0,0.123,0.879,72
5gCg2qMPzKkW4jS4dBKdDs,Puesto Pa' Guerrial,"['4q3ewBCX7sLwd24euuV69X', '7iK8PXO48WeuP03g8YR51W']","['Bad Bunny', 'Myke Towers']",91.0,77139988.82,2020-02-29,1,4,1,-5.342,139.968,4,190207,0.867,0.686,0.221,0.311,0.0,0.1,0.658,64
0fgsKar6uBO08vzHXkTjWi,P FKN R,"['4q3ewBCX7sLwd24euuV69X', '1WMwuNKzEFtU6pPkdtryYS', '4SsVbpTthjScTS7U2hmr1X']","['Bad Bunny', 'Kendo Kaponi', 'Arcángel']",82.66666666666667,77313544.47999999,2020-02-29,1,5,0,-5.749,101.024,4,258280,0.82,0.635,0.0772,0.409,0.0,0.244,0.528,66
1V8XneTrX6kKeoxYbk4x6h,Hablamos Mañana,"['4q3ewBCX7sLwd24euuV69X', '1bAftSH8umNcGZ0uyV7LMg', '2XcZshqzPKm3iZcmt73R8D']","['Bad Bunny', 'Duki', 'Pablo Chill-E']",82.66666666666667,75259775.85,2020-02-29,0,1,1,-4.496,156.019,4,240253,0.683,0.677,0.0469,0.0869,0.0,0.0998,0.514,71
4MZSqgwlE71CWZ6qQ3gkKm,<3,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2020-02-29,0,10,0,-7.589,80.353,4,157967,0.631,0.665,0.229,0.602,1.7e-06,0.152,0.634,70
7ro0hRteUMfnOioTFI5TG1,WHERE SHE GOES,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2023-05-18,1,9,0,-4.019,143.978,4,231704,0.652,0.8,0.0614,0.143,0.629,0.112,0.234,98
36DHxTW2xdr9GG15T9oK9L,EL MUNDO ES MÍO,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2020-11-27,0,5,1,-6.834,76.993,4,165199,0.716,0.522,0.0582,0.166,6.5e-05,0.113,0.224,65
5RubKOuDoPn5Kj5TLVxSxY,TE MUDASTE,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2020-11-27,1,10,0,-4.835,92.025,4,130014,0.811,0.637,0.0591,0.234,0.000572,0.118,0.471,81
0tjZv2hChdHZCW1zFXpy1J,HOY COBRÉ,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2020-11-27,1,11,1,-6.7,145.001,4,162151,0.86,0.725,0.249,0.0464,9.1e-05,0.0994,0.375,69
0Lsis3LB0XAK6XlTHXaJk2,MALDITA POBREZA,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2020-11-27,1,4,0,-4.075,133.037,4,213609,0.762,0.861,0.0652,0.139,1.08e-06,0.0956,0.588,65
2XIc1pqjXV3Cr2BQUGNBck,LA NOCHE DE ANOCHE,"['4q3ewBCX7sLwd24euuV69X', '7ltDVBr6mKbRvohxheJ9h1']","['Bad Bunny', 'ROSALÍA']",90.0,73525001.16,2020-11-27,0,7,1,-4.892,81.993,4,203201,0.856,0.618,0.286,0.0303,0.0,0.0866,0.391,82
23XjN1s3DZC8Q9ZwuorYY4,TE DESEO LO MEJOR,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2020-11-27,1,1,1,-5.054,126.054,4,139576,0.763,0.597,0.0416,0.158,1.83e-05,0.111,0.194,74
5fROvzNghPid8mbKNDYvpJ,YO VISTO ASÍ,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2020-11-27,0,7,0,-4.889,123.013,4,191526,0.688,0.881,0.0474,0.0947,0.0,0.0804,0.677,68
26QApq0cuO9brJigr0C0W4,HACIENDO QUE ME AMAS,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2020-11-27,1,10,0,-7.147,169.934,4,217769,0.584,0.411,0.0838,0.869,4.47e-05,0.0955,0.412,76
26w9NTiE9NGjW1ZvIOd1So,BOOKER T,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2020-11-27,1,7,1,-7.188,113.903,4,156430,0.883,0.6,0.37,0.114,7.94e-06,0.0931,0.691,77
67ACYA3UI6QMNtHX6b34wX,LA DROGA,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2020-11-27,1,1,1,-5.506,90.019,4,162299,0.643,0.727,0.0389,0.0439,0.0,0.123,0.295,73
4MzXwWMhyBbmu6hOcLVD49,DÁKITI,"['4q3ewBCX7sLwd24euuV69X', '6nVcHLIgY5pE2YCl8ubca1']","['Bad Bunny', 'Jhayco']",89.0,72361501.82,2020-11-27,1,4,0,-10.059,109.928,4,205090,0.731,0.573,0.0544,0.401,5.22e-05,0.113,0.145,81
09WAnxdBuebQopKhJT3oZS,TRELLAS,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2020-11-27,0,2,1,-5.372,90.872,4,157673,0.43,0.412,0.0281,0.2,0.0,0.324,0.0508,66
5jZ32WOU7sqzDYbzINwMUk,SORRY PAPI,"['4q3ewBCX7sLwd24euuV69X', '3ZJxEmjYZd5VOqZ8o3aXiL']","['Bad Bunny', 'ABRA']",76.0,67491581.6,2020-11-27,1,1,1,-6.054,191.911,4,163053,0.612,0.561,0.0851,0.0601,0.0,0.145,0.393,73
3KJ3opyV29269SXkPrc19l,120,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2020-11-27,1,2,0,-5.542,171.918,4,151506,0.636,0.656,0.0676,0.451,7.97e-06,0.287,0.439,78
7kjEqI6eZ7YlFrGhxixnlN,ANTES QUE SE ACABE,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2020-11-27,0,2,1,-6.098,139.988,4,221187,0.693,0.549,0.0577,0.505,4.73e-05,0.324,0.473,72
2Iv6YBslkxslMJQsxshZh5,CANTARES DE NAVIDAD,['5TphiK6LsT4X5NOZxq3NJB'],['Trio Vegabajeño'],35.0,13325.0,2020-11-27,0,2,1,-7.371,118.671,4,199720,0.764,0.523,0.0406,0.777,0.0,0.352,0.962,53
278kSqsZIiYp8p3QjYAqa8,NI BIEN NI MAL,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2018-12-23,1,5,0,-8.33,128.028,4,236216,0.826,0.449,0.0674,0.556,1.85e-05,0.273,0.337,74
5jGUJXnELDaDTgiRjD9lsg,200 Mph,"['4q3ewBCX7sLwd24euuV69X', '5fMUXHkw8R8eOP2RNVYEZX']","['Bad Bunny', 'Diplo']",87.0,69334520.22,2018-12-23,1,8,1,-6.708,160.02,4,170509,0.85,0.5,0.0665,0.0139,0.000384,0.0947,0.816,68
6kN06eEOblRAuWI0xUUS91,¿Quien Tu Eres?,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2018-12-23,1,2,0,-6.804,137.048,4,159229,0.727,0.58,0.136,0.185,3.58e-06,0.125,0.325,64
6it15CsDlkqB7N4lF0C1qM,Caro,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2018-12-23,1,0,1,-7.739,160.007,4,229456,0.651,0.575,0.299,0.627,0.000202,0.0961,0.248,69
5VQpJ2AY2iMzrRZKgcvNjh,Tenemos Que Hablar,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2018-12-23,1,11,1,-8.165,146.075,4,224512,0.855,0.512,0.0534,0.146,0.000854,0.107,0.144,65
4vCAzANUWDE24URV6wQ4ra,Otra Noche en Miami,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2018-12-23,1,1,1,-8.833,88.661,4,233128,0.514,0.646,0.275,0.197,2.3e-05,0.0958,0.297,79
4UEuIEv9Wc3wtiWUplGJ7q,Ser Bichote,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2018-12-23,1,4,0,-8.03,154.946,4,193211,0.785,0.626,0.0675,0.158,4.6e-06,0.181,0.183,63
35wvL50xvKpCHEJPxLOLPI,Si Estuviésemos Juntos,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2018-12-23,1,1,0,-6.813,171.854,4,169248,0.672,0.594,0.0789,0.0626,5.14e-05,0.152,0.158,83
4uP3pUP18ennmz0tb3GphR,Solo de Mi,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2018-12-23,1,10,0,-4.314,179.972,4,197968,0.743,0.73,0.125,0.287,8.1e-05,0.0778,0.15,73
5mj8WVFcKdGA8p9HWGTSLc,Cuando Perriabas,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2018-12-23,1,0,1,-7.582,81.998,4,188654,0.787,0.705,0.0695,0.137,1.06e-06,0.108,0.499,65
1khmgu0pveJbkbpbkyvcQv,La Romana,"['4q3ewBCX7sLwd24euuV69X', '2oQX8QiMXOyuqbcZEFsZfm']","['Bad Bunny', 'El Alfa']",86.5,69570708.72,2018-12-23,1,0,1,-5.497,125.8,4,300579,0.655,0.725,0.188,0.0327,0.00264,0.0611,0.326,76
69ZaPBHhRMRDjRpW1ivnOU,Como Antes,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2018-12-23,0,0,1,-10.348,103.956,4,230578,0.767,0.379,0.0385,0.668,0.000145,0.217,0.252,69
6pZHZndlo57dPCYnvlYFOE,RLNDT,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2018-12-23,1,0,1,-6.554,108.025,4,284853,0.6,0.528,0.0308,0.263,0.0,0.588,0.142,67
2OWVCFTolecLiGZPquvWvT,Estamos Bien,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],96.0,70146841.0,2018-12-23,0,9,0,-6.663,119.883,4,208080,0.759,0.536,0.173,0.821,4.57e-06,0.107,0.439,74
3gE4eQH3K83Sght0ZLvuBK,MIA,"['4q3ewBCX7sLwd24euuV69X', '3TVXtAsR1Inumwj472S9r4']","['Bad Bunny', 'Drake']",95.5,139532305.26,2018-12-23,0,6,0,-6.354,97.054,4,210368,0.816,0.538,0.0617,0.0142,0.000496,0.099,0.156,81
43rA71bccXFGD4C8GOpIlN,I Forgot That You Existed,['06HL4z0CvFAxyc27GXpf02'],['Taylor Swift'],100.0,76382742.0,2019-08-23,0,5,1,-10.345,92.875,4,170640,0.664,0.316,0.519,0.298,2.03e-06,0.0812,0.541,78
1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,['06HL4z0CvFAxyc27GXpf02'],['Taylor Swift'],100.0,76382742.0,2019-08-23,0,9,1,-5.707,169.994,4,178427,0.552,0.702,0.157,0.117,2.06e-05,0.105,0.564,94
1dGr1c8CrMLDpV6mPbImSI,Lover,['06HL4z0CvFAxyc27GXpf02'],['Taylor Swift'],100.0,76382742.0,2019-08-23,0,7,1,-7.582,68.534,4,221307,0.359,0.543,0.0919,0.492,1.58e-05,0.118,0.453,89
3RauEVgRgj1IuWdJ9fDs70,The Man,['06HL4z0CvFAxyc27GXpf02'],['Taylor Swift'],100.0,76382742.0,2019-08-23,0,0,1,-5.191,110.048,4,190360,0.777,0.658,0.054,0.0767,0.0,0.0901,0.633,86
3pHkh7d0lzM2AldUtz2x37,The Archer,['06HL4z0CvFAxyc27GXpf02'],['Taylor Swift'],100.0,76382742.0,2019-08-23,0,0,1,-9.375,124.344,4,211240,0.292,0.574,0.0401,0.12,0.00569,0.0663,0.166,82
2YWtcWi3a83pdEg3Gif4Pd,I Think He Knows,['06HL4z0CvFAxyc27GXpf02'],['Taylor Swift'],100.0,76382742.0,2019-08-23,0,0,1,-8.029,100.003,4,173387,0.897,0.366,0.0569,0.00889,0.000353,0.0715,0.416,79
214nt20w5wOxJnY462klLw,Miss Americana & The Heartbreak Prince,['06HL4z0CvFAxyc27GXpf02'],['Taylor Swift'],100.0,76382742.0,2019-08-23,0,11,0,-6.926,150.088,4,234147,0.662,0.747,0.0736,0.028,0.00615,0.138,0.487,83
4y5bvROuBDPr5fuwXbIBZR,Paper Rings,['06HL4z0CvFAxyc27GXpf02'],['Taylor Swift'],100.0,76382742.0,2019-08-23,0,9,1,-6.553,103.979,4,222400,0.811,0.719,0.0497,0.0129,1.36e-05,0.0742,0.865,86
12M5uqx0ZuwkpLp5rJim1a,Cornelia Street,['06HL4z0CvFAxyc27GXpf02'],['Taylor Swift'],100.0,76382742.0,2019-08-23,0,0,1,-9.728,102.012,4,287267,0.824,0.624,0.0827,0.781,0.000189,0.1,0.248,81
2dgFqt3w9xIQRjhPtwNk3D,Death By A Thousand Cuts,['06HL4z0CvFAxyc27GXpf02'],['Taylor Swift'],100.0,76382742.0,2019-08-23,0,4,1,-6.754,94.071,4,198533,0.712,0.732,0.0629,0.454,0.0,0.319,0.313,80
1LLXZFeAHK9R4xUramtUKw,London Boy,['06HL4z0CvFAxyc27GXpf02'],['Taylor Swift'],100.0,76382742.0,2019-08-23,0,1,1,-6.639,157.925,4,190240,0.695,0.71,0.05,0.0246,0.000104,0.133,0.557,80
4AYtqFyFbX0Xkc2wtcygTr,Soon You’ll Get Better (feat. The Chicks),"['06HL4z0CvFAxyc27GXpf02', '25IG9fa7cbdmCIy3OnuH57']","['Taylor Swift', 'The Chicks']",83.5,77302206.45,2019-08-23,0,0,1,-12.566,207.476,4,201587,0.433,0.182,0.0641,0.907,0.0,0.123,0.421,73
5hQSXkFgbxjZo9uCwd11so,False God,['06HL4z0CvFAxyc27GXpf02'],['Taylor Swift'],100.0,76382742.0,2019-08-23,0,11,0,-10.862,79.97,4,200307,0.739,0.32,0.239,0.736,0.000147,0.111,0.351,77
6RRNNciQGZEXnqk8SQ9yv5,You Need To Calm Down,['06HL4z0CvFAxyc27GXpf02'],['Taylor Swift'],100.0,76382742.0,2019-08-23,0,2,1,-5.617,85.026,4,171360,0.771,0.671,0.0553,0.00929,0.0,0.0637,0.714,83
1SymEzIT3H8UZfibCs3TYi,Afterglow,['06HL4z0CvFAxyc27GXpf02'],['Taylor Swift'],100.0,76382742.0,2019-08-23,0,9,1,-8.746,111.011,4,223293,0.756,0.449,0.0344,0.13,0.0,0.114,0.399,83
2Rk4JlNc2TPmZe2af99d45,ME! (feat. Brendon Urie of Panic! At The Disco),"['06HL4z0CvFAxyc27GXpf02', '6eYFryfcEu3QSq59D62wZQ', '20JZFwl6HVl6yg8a4H3ZqK']","['Taylor Swift', 'Brendon Urie', 'Panic! At The Disco']",80.0,85582140.25,2019-08-23,0,0,1,-4.105,182.162,4,193000,0.61,0.83,0.0571,0.033,0.0,0.118,0.728,80
1SmiQ65iSAbPto6gPFlBYm,It’s Nice To Have A Friend,['06HL4z0CvFAxyc27GXpf02'],['Taylor Swift'],100.0,76382742.0,2019-08-23,0,10,1,-9.912,70.008,4,150440,0.737,0.175,0.0401,0.971,0.000337,0.171,0.545,73
1fzAuUVbzlhZ1lJAx9PtY6,Daylight,['06HL4z0CvFAxyc27GXpf02'],['Taylor Swift'],100.0,76382742.0,2019-08-23,0,0,1,-9.602,149.983,4,293453,0.557,0.496,0.0563,0.808,0.000173,0.0772,0.265,83
5jQI2r1RdgtuT8S3iG8zFC,Lavender Haze,['06HL4z0CvFAxyc27GXpf02'],['Taylor Swift'],100.0,76382742.0,2022-10-21,1,10,1,-10.489,96.985,4,202396,0.733,0.436,0.08,0.258,0.000573,0.157,0.0976,88
3eX0NZfLtGzoLUxPNvRfqm,Maroon,['06HL4z0CvFAxyc27GXpf02'],['Taylor Swift'],100.0,76382742.0,2022-10-21,1,7,1,-8.294,108.075,4,218271,0.637,0.398,0.0564,0.0573,1.03e-06,0.101,0.0374,83
0V3wPSX9ygBnCm8psDIegu,Anti-Hero,['06HL4z0CvFAxyc27GXpf02'],['Taylor Swift'],100.0,76382742.0,2022-10-21,0,4,1,-6.571,97.008,4,200690,0.637,0.643,0.0519,0.13,1.8e-06,0.142,0.533,95
1wtOxkiel43cVs0Yux5Q4h,Snow On The Beach (feat. Lana Del Rey),"['06HL4z0CvFAxyc27GXpf02', '00FQb4jTyendYWaN8pK0wa']","['Taylor Swift', 'Lana Del Rey']",95.5,98641005.3,2022-10-21,1,9,1,-13.481,109.957,4,256124,0.663,0.319,0.0375,0.69,0.000993,0.117,0.193,83
4D7BCuvgdJlYvlX5WlN54t,"You're On Your Own, Kid",['06HL4z0CvFAxyc27GXpf02'],['Taylor Swift'],100.0,76382742.0,2022-10-21,0,2,1,-10.289,120.041,4,194207,0.696,0.396,0.0656,0.401,5.2e-06,0.125,0.38,85
3rWDp9tBPQR9z6U5YyRSK4,Midnight Rain,['06HL4z0CvFAxyc27GXpf02'],['Taylor Swift'],100.0,76382742.0,2022-10-21,0,0,1,-11.738,139.865,4,174783,0.643,0.363,0.0767,0.69,5.17e-05,0.115,0.23,87
0heeNYlwOGuUSe7TgUD27B,Question...?,['06HL4z0CvFAxyc27GXpf02'],['Taylor Swift'],100.0,76382742.0,2022-10-21,1,7,1,-8.763,108.943,4,210557,0.751,0.502,0.167,0.2,0.0,0.296,0.106,79
